WMOID  STATION NAME                   COUNTRY                                            STATE                          COUNTY                         CD LATITUDE LONGITUDE ELEVATION
85207  SAN IGNACIO DE VELASCO         BOLIVIA                                                                                                                -1623     -6058     -9999
85223  COCHABAMBA                     BOLIVIA                                                                                                                -1725     -6611     -9999
85230  CHARANA                        BOLIVIA                                                                                                                -1735     -6936     -9999
85289  PUERTO SUAREZ                  BOLIVIA                                                                                                                -1859     -5749     -9999
85364  TARIJA                         BOLIVIA                                                                                                                -2133     -6442     -9999
85365  YACUIBA                        BOLIVIA                                                                                                                -2157     -6339     -9999
85406  ARICA                          CHILE                                                                                                                  -1821     -7020     -9999
85442  ANTOFAGASTA                    CHILE                                                                                                                  -2326     -7027     -9999
85469  ISLA DE PASCUA                 CHILE                                                                                                                  -2710    -10926     -9999
85488  LA SERENA                      CHILE                                                                                                                  -2955     -7112     -9999
85543  QUINTERO                       CHILE                                                                                                                  -3247     -7131     -9999
85585  ISLA JUAN FERNANDEZ            CHILE                                                                                                                  -3337     -7849        30
85629  CURICO                         CHILE                                                                                                                  -3458     -7113     -9999
85743  TEMUCO                         CHILE                                                                                                                  -3846     -7238     -9999
85799  PUERTO MONTT                   CHILE                                                                                                                  -4126     -7306     -9999
85874  BALMACEDA                      CHILE                                                                                                                  -4555     -7142     -9999
85934  PUNTA ARENAS                   CHILE                                                                                                                  -5300     -7051     -9999
86086  PUERTO CASADO                  PARAGUAY                                                                                                               -2217     -5752        87
86297  ENCARNACION                    PARAGUAY                                                                                                               -2719     -5550        91
86330  ARTIGAS                        URUGUAY                                                                                                                -3023     -5630       120
86440  MELO                           URUGUAY                                                                                                                -3222     -5411       100
86490  MERCEDES                       URUGUAY                                                                                                                -3315     -5804        17
86565  ROCHA                          URUGUAY                                                                                                                -3429     -5418        18
87007  LA QUIACA OBS                  ARGENTINA                                                                                                              -2206     -6536      3459
87047  SALTA AE                       ARGENTINA                                                                                                              -2451     -6528      1221
87065  RIVADAVIA                      ARGENTINA                                                                                                              -2410     -6254       205
87078  LAS LOMITAS                    ARGENTINA                                                                                                              -2442     -6035       130
87129  SANTIAGO DEL ESTERO            ARGENTINA                                                                                                              -2746     -6418       199
87155  RESISTENCIA AERO               ARGENTINA                                                                                                              -2727     -5903        52
87217  LA RIOJA AE                    ARGENTINA                                                                                                              -2923     -6649       429
87257  CERES AE                       ARGENTINA                                                                                                              -2953     -6157        88
87270  RECONQUISTA AERO               ARGENTINA                                                                                                              -2911     -5942        53
87305  JACHAL                         ARGENTINA                                                                                                              -3015     -6845      1175
87344  CORDOBA AE                     ARGENTINA                                                                                                              -3119     -6413       474
87374  PARANA AE                      ARGENTINA                                                                                                              -3147     -6029         8
87418  MENDOZA AE                     ARGENTINA                                                                                                              -3250     -6847         4
87534  LABOULAYE                      ARGENTINA                                                                                                              -3408     -6322       137
87544  PEHUAJO AERO                   ARGENTINA                                                                                                              -3552     -6154        87
87623  SANTA ROSA AERO                ARGENTINA                                                                                                              -3634     -6416       191
87692  MAR DEL PLATA                  ARGENTINA                                                                                                              -3756     -5735        21
87715  NEUQUEN                        ARGENTINA                                                                                                              -3857     -6808       271
87750  BAHIA BLANCA                   ARGENTINA                                                                                                              -3844     -6210        83
87803  ESQUEL AE                      ARGENTINA                                                                                                              -4256     -7109       797
87828  TRELEW AE                      ARGENTINA                                                                                                              -4312     -6516        43
87860  COMODORO RIVADAVIA             ARGENTINA                                                                                                              -4547     -6730        46
87925  RIO GALLEGOS                   ARGENTINA                                                                                                              -5137     -6917        19
88963  BASE ESPERANZA                 ARGENTINA                                                                                                              -6324     -5659        24
88968  BASE ORCADAS                   ARGENTINA                                                                                                              -6045     -4443         8
89002  NEUMAYER                       GREECE                                                                                                                 -7040     -0815        50
89009  AMUNDSEN-SCOTT                 UNITED STATES                                                                                                          -9000       000      2835
89022  HALLEY                         UNITED KINGDOM                                                                                                         -7530     -2639        30
89050  BELLINGSHAUSEN                 RUSSIA                                                                                                                 -6212     -5856        14
89055  BASE MARAMBIO (CENTRO MET. ANT ARGENTINA                                                                                                              -6413     -5643       200
89056  PRESIDENTE EDUARDO FREI        CHILE                                                                                                                  -6225     -5853     -9999
89062  ROTHERA                        UNITED KINGDOM                                                                                                         -6734     -6808        16
89063  VERNADSKY                      UKRAINE                                                                                                                -6515     -6416        11
89512  NOVOLAZAREVSKAYA               RUSSIA                                                                                                                 -7046      1150       119
89532  SYOWA                          JAPAN                                                                                                                  -6900      3935        21
89564  MAWSON                         AUSTRALIA                                                                                                              -6736      6252        16
89571  DAVIS                          AUSTRALIA                                                                                                              -6835      7758        22
89592  MIRNYJ                         RUSSIA                                                                                                                 -6633      9301        40
89606  VOSTOK                         RUSSIA                                                                                                                 -7827     10652      3488
89611  CASEY                          AUSTRALIA                                                                                                              -6617     11031        42
89642  DUMONT D'URVILLE               FRANCE                                                                                                                 -6639     14001        43
89664  MCMURDO                        UNITED STATES                                                                                                          -7751     16640        24
91165  LIHUE WSO AP 1020.1            UNITED STATES                                      HAWAII                         Kauai                          01 21.98389 -159.3405       100
91212  GUAM NWSO TIYAN                GUAM                                               VIRGIN ISLANDS                                                01 13.48361 144.79611       254
91285  HILO INTL AP 87                UNITED STATES                                      HAWAII                         Hawaii                         06 19.71917 -155.0530        38
91334  TRUK, CRL                      UNITED STATES                                                                                                            728     15151         3
91348  PONAPE, CRL                    UNITED STATES                                                                                                            658     15813        38
91366  KWAJALEIN, MHL                 UNITED STATES                                                                                                            844     16744         8
91376  MAJURO, MHL                    UNITED STATES                                                                                                            705     17123         3
91408  KOROR, PLW                     UNITED STATES                                                                                                            720     13429        30
91413  YAP, CRL                       UNITED STATES                                                                                                            929     13805        15
91490  CHRISTMAS ISLAND               KIRIBATI                                                                                                                 159    -15729         3
91503  MUNDA                          SOLOMON ISLANDS                                                                                                         -820     15716         6
91517  HONIARA                        SOLOMON ISLANDS                                                                                                         -925     15958        56
91554  PEKOA AIRPORT                  VANUATU                                                                                                                -1531     16713        44
91568  ANEITYUM                       VANUATU                                                                                                                -2014     16946         7
91577  KOUMAC                         NEW CALEDONIA                                                                                                          -2034     16417        18
91592  NOUMEA                         NEW CALEDONIA                                                                                                          -2216     16627         2
91610  TARAWA                         KIRIBATI                                                                                                                 121     17255         4
91631  NANUMEA                        TUVALU                                                                                                                  -504     17608         3
91643  FUNAFUTI                       TUVALU                                             HAWAII                         Kauai                          02 -8.51667 179.21667         6
91650  ROTUMA                         FIJI                                                                                                                   -1230     17703        26
91652  UNDU POINT                     FIJI                                                                                                                   -1608    -17959        63
91680  NANDI                          FIJI                                                                                                                   -1745     17727        18
91699  ONO-I-LAU                      FIJI                                                                                                                   -2040    -17843        28
91701  CANTON ISLAND                  KIRIBATI                                                                                                                -246    -17143         2
91724  NUKUNONO                       TOKELAU                                                                                                                 -912    -17155         3
91753  HIHIFO                         FRANCE                                                                                                                 -1314    -17610        27
91765  TAFUNA AP TUTUILA              AMERICAN SAMOA                                                                                                      -14.3333 -170.7166        10
91780  VAVAU                          TONGA                                                                                                                  -1839    -17359        10
91802  PENRHYN AWS                    COOK ISLANDS                                                                                                             -91     -1583    -99999
91831  AITUTAKI                       COOK ISLANDS                                                                                                           -1850    -15946     -9999
91843  RAROTONGA                      COOK ISLANDS                                                                                                           -2112    -15949         7
91925  ATUONA                         FRENCH POLYNESIA                                                                                                        -948    -13902        52
91938  TAHITI-FAAA                    FRENCH POLYNESIA                                                                                                       -1733    -14937         2
91943  TAKAROA                        FRENCH POLYNESIA                                                                                                       -1429    -14502         3
91945  HEREHERETUE                    FRENCH POLYNESIA                                                                                                       -1952    -14500         4
91948  RIKITEA                        FRENCH POLYNESIA                                                                                                       -2308    -13458        89
91954  TUBUAI                         FRENCH POLYNESIA                                                                                                       -2321    -14929         3
91958  RAPA                           FRENCH POLYNESIA                                                                                                       -2737    -14420         2
92044  MOMOTE MO                      PAPUA NEW GUINEA                                                                                                        -204     14726         4
93012  KAITAIA                        NEW ZEALAND                                                                                                            -3506     17316        54
93292  GISBORNE AD                    NEW ZEALAND                                                                                                            -3839     17759         5
93309  NEW PLYMOUTH AWS               NEW ZEALAND                                                                                                            -3901     17411        32
93417  PARAPARAUMU AD                 NEW ZEALAND                                                                                                            -4054     17459        12
93615  HOKITIKA AD                    NEW ZEALAND                                                                                                            -4243     17059        40
93844  INVERCARGILL AERODROME         NEW ZEALAND                                                                                                            -4625     16819         4
93947  CAMPBELL ISLAND                NEW ZEALAND                                                                                                            -5233     16909        19
93987  CHATHAM ISLAND                 NEW ZEALAND                                                                                                            -4357    -17634        49
93994  RAOUL ISLKERMADEC              NEW ZEALAND                                                                                                            -2915    -17755        49
94101  KALUMBURU                      AUSTRALIA                                                                                                              -1418     12638        24
94120  DARWIN AIRPORT                 AUSTRALIA                                                                                                              -1224     13052        35
94131  TINDAL AWS                     AUSTRALIA                                                                                                              -1431     13222       135
94150  GOVE AIRPORT                   AUSTRALIA                                                                                                              -1216     13649        53
94170  WEIPA AMO                      AUSTRALIA                                                                                                              -1241     14155        19
94203  BROOME AIRPORT                 AUSTRALIA                                                                                                              -1757     12213         9
94212  HALLS CREEK                    AUSTRALIA                                                                                                              -1813     12739       424
94238  TENNANT CREEK                  AUSTRALIA                                                                                                              -1938     13410       377
94259  BURKETOWN                      AUSTRALIA                                                                                                              -1744     13932         8
94275  GEORGETOWN                     AUSTRALIA                                                                                                              -1818     14333       295
94287  CAIRNS AIRPORT                 AUSTRALIA                                                                                                              -1653     14545         8
94299  WILLIS ISLAND                  AUSTRALIA                                                                                                              -1618     14959         9
94300  CARNARVON AIRPORT              AUSTRALIA                                                                                                              -2452     11340         8
94302  LEARMONTH AIR                  AUSTRALIA                                                                                                              -2214     11405         5
94312  PORT HEDLAND AMO               AUSTRALIA                                                                                                              -2022     11838         9
94317  NEWMAN                         AUSTRALIA                                                                                                              -2321     11943       524
94326  ALICE SPRINGS                  AUSTRALIA                                                                                                              -2348     13353       547
94332  MT ISA AIRPOR                  AUSTRALIA                                                                                                              -2040     13929       341
94340  RICHMOND                       AUSTRALIA                                                                                                              -2043     14308       214
94346  LONGREACH AIRPORT              AUSTRALIA                                                                                                              -2326     14416       192
94367  MACKAY                         AUSTRALIA                                                                                                              -2107     14913        33
94380  GLADSTONE                      AUSTRALIA                                                                                                              -2351     15115         5
94403  GERALDTON AP                   AUSTRALIA                                                                                                              -2847     11442        35
94430  MEEKATHARRA AP                 AUSTRALIA                                                                                                              -2636     11832       519
94461  GILES                          AUSTRALIA                                                                                                              -2502     12817       599
94476  OODNADATTA AP                  AUSTRALIA                                                                                                              -2735     13527       117
94480  MARREE                         AUSTRALIA                                                                                                              -2939     13803        51
94482  BIRDSVILLE                     AUSTRALIA                                                                                                              -2554     13921        48
94485  TIBOOBURRA                     AUSTRALIA                                                                                                              -2925     14201       184
94492  THARGOMINDAH                   AUSTRALIA                                                                                                              -2800     14349       130
94510  CHARLEVILLE AP                 AUSTRALIA                                                                                                              -2624     14616       303
94517  ST GEORGE                      AUSTRALIA                                                                                                              -2802     14835       199
94541  INVERELL                       AUSTRALIA                                                                                                              -2946     15106       664
94570  TEWANTIN                       AUSTRALIA                                                                                                              -2623     15302         7
94589  YAMBA                          AUSTRALIA                                                                                                              -2926     15321        30
94601  CAPE LEEUWIN                   AUSTRALIA                                                                                                              -3422     11507        14
94626  CUNDERDIN                      AUSTRALIA                                                                                                              -3139     11714       236
94637  KALGOORLIE BOULDER AMO         AUSTRALIA                                                                                                              -3047     12127       370
94638  ESPERANCE                      AUSTRALIA                                                                                                              -3349     12153        27
94653  CEDUNA AP                      AUSTRALIA                                                                                                              -3207     13342        16
94670  SNOWTOWN                       AUSTRALIA                                                                                                              -3347     13813     -9999
94689  BROKEN HILL                    AUSTRALIA                                                                                                              -3158     14128     -9999
94693  MILDURA AP                     AUSTRALIA                                                                                                              -3413     14205        53
94711  COBAR                          AUSTRALIA                                                                                                              -3129     14549       264
94784  TAREE                          AUSTRALIA                                                                                                              -3154     15229         7
94802  ALBANY AP                      AUSTRALIA                                                                                                              -3456     11748        69
94805  CAPE BORDA                     AUSTRALIA                                                                                                              -3545     13635       144
94821  MT GAMBIER AP                  AUSTRALIA                                                                                                              -3744     14047        69
94842  CAPE OTWAY                     AUSTRALIA                                                                                                              -3851     14330        83
94869  DENILIQUIN                     AUSTRALIA                                                                                                              -3533     14456        93
94907  EAST SALE AD                   AUSTRALIA                                                                                                              -3806     14708         8
94910  WAGGA AP                       AUSTRALIA                                                                                                              -3509     14727       213
94937  MORUYA HEADS                   AUSTRALIA                                                                                                              -3554     15009        17
94967  CAPE BRUNY                     AUSTRALIA                                                                                                              -4330     14709        53
94995  LORD HOWE ISLAND               AUSTRALIA                                                                                                              -3132     15904         7
94996  NORFOLK ISLAND                 AUSTRALIA                                                                                                              -2902     16756       110
94998  MACQUARIE ISLAND               AUSTRALIA                                                                                                              -5429     15857         8
95322  RABBIT FLAT                    AUSTRALIA                                                                                                              -2011     13000       339
95646  FORREST AIRPORT AWS            AUSTRALIA                                                                                                              -3050     12807       160
95719  DUBBO                          AUSTRALIA                                                                                                              -3212     14834       285
95753  RICHMOND AWS                   AUSTRALIA                                                                                                              -3336     15047        20
95916  CABRAMURRA                     AUSTRALIA                                                                                                              -3556     14823      1483
95964  LOW HEAD                       AUSTRALIA                                                                                                              -4103     14648         4
96073  SIBOLGA PINANGSORI, SUM        INDONESIA                                                                                                                133      9853         3
96145  TAREMPA, SUM                   INDONESIA                                                                                                                312     10615         3
96163  PADANG TABING, SUM             INDONESIA                                                                                                               -053     10021         3
96413  KUCHING                        MALAYSIA                                                                                                                 129     11020        27
96441  BINTULU                        MALAYSIA                                                                                                                 312     11302         5
96465  LABUAN                         MALAYSIA                                                                                                                 518     11515        30
96491  SANDAKAN                       MALAYSIA                                                                                                                 554     11804        13
96745  JAKARTA OBS, JAW               INDONESIA                                                                                                               -611     10650         8
96805  CILACAP, JAW                   INDONESIA                                                                                                               -744     10901         6
96925  SANGKAPURA, JAW                INDONESIA                                                                                                               -551     11238         3
96995  CHRISTMAS ISLAND CXR           AUSTRALIA                                                                                                              -1026     10541       262
96996  COCOS ISLAND AMO CCK           AUSTRALIA                                                                                                              -1211      9650         4
97014  MENADO, SUL                    INDONESIA                                                                                                                132     12455        80
97146  KENDARI WOLTERMONGI SUL        INDONESIA                                                                                                               -406     12226        50
97240  AMPENAN SELAPARANG, NUS        INDONESIA                                                                                                               -832     11604         3
97340  WAINGAPU MAU HAU, NUS          INDONESIA                                                                                                               -940     12020        12
97372  KUPANG EL TARI, NUS            INDONESIA                                                                                                              -1010     12340       108
97395  BAUCAU, NUS                    INDONESIA                                                                                                               -830     12624       522
97502  SORONG JEFMAN, IRJ             INDONESIA                                                                                                               -056     13107         3
97560  BIAK MOKMER, IRJ               INDONESIA                                                                                                               -111     13607        11
97686  WAMENA, IRJ                    INDONESIA                                                                                                               -404     13857      1660
97690  JAYAPURA/SENTANI               INDONESIA                                                                                                               -342     14029        99
97724  AMBON PATTIMURA, MAL           INDONESIA                                                                                                               -342     12805        12
97900  SAUMLAKI, MAL                  INDONESIA                                                                                                               -759     13118        24
97980  MERAUKE MOPAH, IRJ             INDONESIA                                                                                                               -828     14023         3
98232  APARRI                         PHILIPPINES                                                                                                             1822     12138         3
98429  NINOY AQUINO                   PHILIPPINES                                                                                                             1431     12100        15
98430  SCIENCE GARDENQUEZON CITY      PHILIPPINES                                                                                                             1438     12103        46
98444  LEGASPI                        PHILIPPINES                                                                                                             1308     12344        17
98755  HINATUAN                       PHILIPPINES                                                                                                              822     12619         3
98836  ZAMBOANGA                      PHILIPPINES                                                                                                              654     12204         6
98851  GEN. SANTOS                    PHILIPPINES                                                                                                              607     12511        15
